model,provider,prompt_id,run_id,rank,acronym,full_name,justification
claude-sonnet-4-6,anthropic,SE_RANK_A,run01,11,,,"IBM Research has historically been a major contributor to software engineering, including early work on formal methods, software testing, program analysis, and more recently AI for code (Project CodeNet, Watson-based tools). IBM's long publication record at ICSE and FSE and its influence on enterprise software practices justify its placement."
claude-sonnet-4-6,anthropic,SE_RANK_A,run01,12,,,"UBC has produced influential empirical SE research, particularly in software evolution, code smells, developer productivity, and mining software repositories. Researchers such as Gail Murphy and Reid Holmes have had significant impact on understanding software development practices."
claude-sonnet-4-6,anthropic,SE_RANK_A,run01,13,,,"NUS has emerged as a leading SE research institution in Asia, with strong output in automated program repair, software testing, and AI for SE. Abhik Roychoudhury's group on automated debugging and repair, and David Lo's work on mining software repositories, have achieved high international visibility."
claude-sonnet-4-6,anthropic,SE_RANK_A,run01,14,,,"The University of Melbourne has a strong SE research presence, particularly in search-based software engineering, software testing, and empirical SE. Researchers such as Tim Menzies (before his move) and ongoing work in automated testing and AI for SE have given the institution consistent presence at top venues."
claude-sonnet-4-6,anthropic,SE_RANK_A,run01,15,,,"Purdue has contributed influential work in software security, program analysis, and software testing. Research on vulnerability detection, binary analysis, and software supply chain security has gained increasing relevance. The institution has a steady publication record at ICSE, FSE, and security venues with SE relevance."
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,1,,,"Consistently top-ranked in SE research with strong output in program analysis, formal verification, software synthesis, and AI-assisted coding. Faculty such as Armando Solar-Lezama (program synthesis) and Martin Rinard have produced highly cited work. Strong industry connections and funding."
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,2,,,"Home to legendary SE researchers including David Garlan (software architecture), Claire Le Goues (automated program repair), and Brad Myers (HCI/SE). ISR has been a cornerstone of SE research for decades. Strong publication record at ICSE, FSE, and ASE."
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,3,,,"Strong in programming languages, distributed systems software, and AI for code. Faculty like Koushik Sen (fuzzing, concolic testing) and Dawn Song have produced foundational SE and security-related software research. High citation impact."
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,4,,,"One of the most prolific industrial SE research groups globally. Produced foundational work in model checking (SLAM), static analysis (Infer precursor work), developer productivity, and AI-assisted development (GitHub Copilot research). Researchers like Thomas Ball and Sriram Rajamani are highly influential."
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,5,,,"World-leading in program analysis, formal verification, and AI for software engineering. Martin Vechev's group has produced top-tier work on neural program analysis and code intelligence. Peter Müller leads work in formal verification. Consistently strong at top SE venues."
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,6,,,"Strong tradition in programming languages and software testing. Darko Marinov's work on test flakiness and regression testing is widely cited. Tao Xie (now at Peking University) built much of his reputation here. Consistent presence at ICSE, FSE, ISSTA."
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,7,,,"Europe's most visible SE research group. Arie van Deursen, Maurício Aniche, and Andy Zaidman lead research in software testing, technical debt, and AI for SE. Strong empirical SE output and highly active at ICSE, MSR, and SANER."
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,8,,,"Isil Dillig leads highly influential work in program analysis, program synthesis, and formal verification. Strong PL/SE intersection research with consistent top-venue publications. Growing reputation in AI-assisted programming."
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,9,,,"Asia's leading SE research institution. Abhik Roychoudhury's work on automated debugging and program repair is globally recognized. Strong output at ICSE, FSE, and PLDI. Growing influence in AI for SE and software security."
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,10,,,"Massive investment in SE research including large language models for code (AlphaCode, Codey), fuzzing (OSS-Fuzz), and developer tooling. Publishes influential empirical studies on large-scale software engineering practices. Industry impact is unmatched."
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,11,,,"Tim Menzies (formerly here, now NC State) and ongoing faculty produce strong empirical SE and AI for SE research. Australia's top SE institution with consistent ICSE and FSE publications and growing work in search-based SE."
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,12,,,China's leading SE research institution. Tao Xie leads highly productive research in software testing and AI for SE. Strong government funding and rapidly growing publication volume at top venues. Increasingly influential globally.
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,13,,,"Strong in empirical SE, mining software repositories, and API usability. Mei Nagappan and Shane McIntosh produce well-cited work. Canada's top SE research institution with consistent presence at MSR, ICSE, and EMSE."
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,14,,,"One of China's fastest-rising SE institutions with strong output in software testing, program analysis, and AI for code. Increasingly visible at ICSE, FSE, and ASE. Benefits from substantial national research funding."
claude-sonnet-4-6,anthropic,SE_RANK_B,run01,15,,,"Mark Harman pioneered search-based software engineering (SBSE) here, a field now widely adopted. Strong in automated testing, program repair, and empirical SE. Consistent European presence at top SE venues, though some key figures have moved to industry."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,1,,,"Home of the SEI, which produced foundational work including CMMI, the capability maturity model, and decades of influential SE research. Faculty such as David Garlan, William Scherlis, and Brad Myers have shaped software architecture, HCI-SE intersection, and program analysis. Consistently top-ranked in SE publication venues (ICSE, FSE, ASE, TOSEM)."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,2,,,"Strong contributions in program synthesis, formal verification, model checking (Alloy/Daniel Jackson), and software correctness. Armando Solar-Lezama's work on program synthesis has been highly cited. CSAIL produces consistent output at top SE venues."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,3,,,"Influential in distributed systems software, testing, and program analysis. Dawn Song's work on security and software analysis, and contributions to automated bug finding and fuzzing. Strong publication record at ICSE, PLDI, and SOSP."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,4,,,"RiSE group has produced landmark work in model checking (SLAM, used in Windows driver verification), static analysis (Pex, IntelliTest), program verification (Dafny, Boogie), and developer productivity research. Thomas Ball, Sriram Rajamani, and Nikolaj Bjorner among key contributors."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,5,,,"One of Europe's most productive SE research groups. Arie van Deursen, Maurício Aniche, and Andy Zaidman have contributed heavily to software testing, technical debt, and empirical SE. Consistently high output at ICSE, FSE, MSR, and ICSME."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,6,,,"Darko Marinov's work on test isolation and flaky tests is widely cited. Contributions to program analysis, concurrency testing, and mutation testing. Strong presence at ICSE, ISSTA, and PLDI."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,7,,,"Isil Dillig's work on program analysis and synthesis, and Miryung Kim's earlier work on software evolution and change impact analysis have been highly influential. Strong empirical and formal SE output."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,8,,,"Substantial industrial SE research on large-scale testing (fuzzing with OSS-Fuzz), code review practices, developer productivity, and static analysis (Error Prone, Tricorder). Publishes extensively at ICSE, FSE, and ISSTA and has shaped industry SE practices globally."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,9,,,"Strong tradition in software architecture, API usability, and empirical SE. Reid Holmes, Werner Dietl, and Patrick Lam have contributed to program analysis and developer tools. Consistent presence at top SE venues."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,10,,,"Gail Murphy's work on developer cognition, task context, and IDE tooling has been highly influential. Julia Rubin and Ivan Beschastnikh have contributed to mobile SE and distributed systems testing. Strong empirical SE output."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,11,,,"One of China's leading SE research institutions with growing global impact. Contributions to program analysis, software testing, and automated debugging. Increasing presence at ICSE, FSE, and ASE over the past decade."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,12,,,"John Grundy, John Hosking, and colleagues have contributed to model-driven engineering, human aspects of SE, and software visualization. Australia's most productive SE research group with strong ICSE and JSS publication records."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,13,,,"Andreas Zeller's work on automated debugging, delta debugging, and fuzzing (The Fuzzing Book) is foundational. Gordon Fraser's contributions to test generation (EvoSuite) are widely used. Strong European SE research hub."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,14,,,"Peter Müller's work on program verification and Martin Vechev's contributions to AI-assisted programming and static analysis are highly cited. Strong output at PLDI, ICSE, and CAV."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,15,,,Barry Boehm's legacy work on COCOMO cost estimation and software process models remains foundational. Nenad Medvidovic's contributions to software architecture and mobile SE continue the tradition of strong empirical and architectural SE research.
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,1,,,"MIT CSAIL has produced foundational work in program analysis, formal verification, software synthesis, and programming languages. Researchers such as Armando Solar-Lezama (program synthesis), Martin Rinard (bug finding, fault tolerance), and Michael Ernst (invariant detection, type systems) have shaped core SE research areas. MIT consistently ranks at the top in citation impact and has produced numerous ACM/IEEE Fellows in SE-related fields."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,2,,,"CMU is arguably the birthplace of modern software engineering as a discipline, housing the Software Engineering Institute (SEI) which developed the Capability Maturity Model (CMM/CMMI). Researchers including David Garlan (software architecture), Brad Myers (programming environments), Jonathan Aldrich (type systems, ownership), and Claire Le Goues (automated program repair) have had enormous influence. CMU consistently produces top SE PhD graduates and has the highest concentration of SE-focused faculty."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,3,,,"Berkeley has been central to programming languages, distributed systems software, and software security research. Researchers such as Koushik Sen (fuzzing, concolic testing, KLEE-related work), Dawn Song (software security), and Björn Hartmann (HCI and programming tools) have had major impact. Berkeley's influence on open-source software ecosystems and systems software is unmatched."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,4,,,"UW has exceptional strength in programming languages and software engineering, with researchers like Michael Ernst (Daikon, type inference), Emina Torlak (Rosette, solver-aided programming), René Just (mutation testing), and Zachary Tatlock (verified compilers). The PLSE (Programming Languages and Software Engineering) group is one of the most productive in the country."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,5,,,"Stanford has produced influential work in static analysis (Coverity originated here from Dawson Engler's research), software model checking, and more recently AI-assisted software engineering. Researchers like Alex Aiken (program analysis, type systems) and Dawson Engler (bug-finding tools) have had lasting industry impact. Stanford's proximity to Silicon Valley amplifies its research transfer."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,6,,,"UIUC has long-standing strength in program analysis, testing, and formal methods. Researchers including Darko Marinov (test selection, mutation testing), Tao Xie (automated testing), Madhusudan Parthasarathy (formal verification), and Vikram Adve (LLVM co-creator) have had enormous influence. LLVM alone has reshaped compiler and software toolchain research globally."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,7,,,"Georgia Tech has strong SE research in software testing, program repair, and empirical software engineering. Researchers like Alessandro Orso (dynamic analysis, tainting), Mary Jean Harrold (test coverage, regression testing), and Baishakhi Ray (AI for SE, bug detection) have contributed heavily to the field. Georgia Tech also hosts significant NSF-funded SE research centers."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,8,,,"UT Austin has notable strength in formal methods, program synthesis, and software security. Researchers like Işıl Dillig (program analysis, synthesis), Swarat Chaudhuri (neurosymbolic programming, synthesis), and Don Batory (software product lines, feature models) have been highly influential. The UTOPIA group is a recognized leader in automated reasoning for software."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,9,,,"Columbia has produced influential work in software testing, concurrency analysis, and software security. Researchers like Junfeng Yang (systems software reliability, OS testing) and Baishakhi Ray (who has been affiliated here) have contributed significantly. Columbia's location in New York also facilitates strong industry collaboration."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,10,,,"Purdue has strong research in software security, program analysis, and software supply chain. Researchers like Xiangyu Zhang (dynamic slicing, provenance analysis) and Dongyan Xu (system security, software forensics) have been highly cited. CERIAS is one of the leading security research centers with significant software-focused work."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,11,,,"UCSD has notable strength in programming languages, software verification, and type systems. Researchers like Ranjit Jhala (liquid types, software model checking) and Sorin Lerner (program analysis, refactoring) have been highly influential. Liquid Haskell and related type-system work originating here has had broad impact."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,12,,,"Michigan has contributed significantly to software testing, program repair, and empirical SE. Researchers like Westley Weimer (automated program repair, GenProg) have been foundational in the automated repair subfield. Michigan also has strong work in software reliability and human factors in software development."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,13,,,"USC ISI has a long history in software engineering research, including early work on software cost modeling (Barry Boehm's COCOMO), software architecture, and agent-based software. USC's Center for Systems and Software Engineering has been a consistent contributor to empirical SE and software process research."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,14,,,"NC State has a strong empirical software engineering program. Researchers like Tim Menzies (mining software repositories, defect prediction) and Laurie Williams (agile methods, security testing) have been prolific and highly cited. NC State is particularly strong in data-driven and evidence-based SE research."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,15,,,"UCLA has contributed to software analysis, mobile software engineering, and program verification. Researchers like Miryung Kim (software evolution, refactoring, code change analysis) and Todd Millstein (programming languages, gradual typing) have had notable impact. UCLA's work on mobile app analysis and software evolution is particularly recognized."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,1,,,"Home of the SEI, which produced foundational work on the Capability Maturity Model (CMM/CMMI), software architecture, and formal methods. Long history of influential SE research."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,2,,,"Research on program analysis, formal verification, software synthesis, and software reliability, including influential work on model checking and static analysis."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,3,,,"Influential in distributed systems software, programming languages, and software reliability. Historical contributions include BSD Unix and important SE methodologies."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,4,,,"Prolific output in program analysis, testing, verification (e.g., Pex, SLAM model checker), developer productivity, and empirical software engineering."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,5,,,"Significant contributions to large-scale software engineering practices, code review research, testing at scale, and developer tooling."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,6,,,"Highly active European SE research group with strong output in empirical SE, testing, technical debt, and mining software repositories."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,7,,,"Strong research in software architecture, program comprehension, software maintenance, and empirical SE."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,8,,,"Known for research in software evolution, mining software repositories, and empirical software engineering."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,9,,,"Strong work in formal verification, program analysis, automated testing, and AI-assisted software engineering."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,10,,,"Research in program synthesis, formal methods, software testing, and programming languages with SE implications."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,11,,,"Contributions to program analysis, software testing, automated debugging, and software security."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,12,,,"Research in software testing, program analysis, and software security with notable faculty contributions to SE."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,13,,,"Known for search-based software engineering, automated testing, and empirical SE research."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,14,,,"Active in software maintenance, program comprehension, and empirical software engineering."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,15,,,"One of the leading SE research groups in Latin America, with work on software reuse, product lines, and empirical SE."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,16,,,"Home of Barry Boehm's influential work on COCOMO cost estimation, software process models, and value-based software engineering."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,17,,,"Norwegian research institute with strong output in empirical SE, software testing, and software quality."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,18,,,"Research in software testing, program analysis, and software security, including influential work on model checking and static analysis tools."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,1,,,"Responsible for landmark contributions including Inception/GoogLeNet, the Vision Transformer (ViT), EfficientNet, CLIP-like models, and foundational work on neural architecture search. Employs an extraordinary concentration of top CV researchers and publishes prolifically at CVPR, ICCV, ECCV, and NeurIPS. Google DeepMind merger further consolidates influence."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,2,,,"Yann LeCun's lab pioneered CNNs; FAIR produced Detectron/Detectron2, Segment Anything Model (SAM), DINO/DINOv2 self-supervised vision, PyTorch (the dominant CV research framework), and Masked Autoencoders (MAE). Consistently among the top publishers at major CV venues."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,3,,,"Created ImageNet and the ImageNet Large Scale Visual Recognition Challenge (ILSVRC), which catalyzed the deep learning revolution in CV. Fei-Fei Li, Andrej Karpathy, Justin Johnson, and many other influential researchers trained or worked here. Continuous top-tier publication record."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,4,,,"One of the oldest and most productive CV research centers. Contributions span optical flow, face recognition, autonomous driving (NavLab), 3D scene understanding, and human pose estimation. Deva Ramanan, Martial Hebert, and many leading researchers are affiliated here."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,5,,,"Produced ResNet (He et al., 2015)—arguably the single most cited CV architecture—along with Swin Transformer, Florence, and BEiT. MSR labs in Redmond, Cambridge, and Asia have sustained high-impact CV output for decades."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,6,,,"Geoffrey Hinton's group produced AlexNet (Krizhevsky, Sutskever, Hinton 2012), the watershed moment for deep learning in CV. The Vector Institute continues to attract top CV talent. Hinton, though emeritus, remains the field's most cited figure."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,7,,,"Long history in CV from early work on edge detection and object recognition to modern contributions in scene understanding (Places dataset), adversarial examples, and interpretability. Antonio Torralba, William Freeman, and Phillip Isola are among prominent faculty."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,8,,,"Home to influential work on object detection (R-CNN family by Girshick, Darrell et al.), semantic segmentation (FCN), generative models (pix2pix, CycleGAN), and reinforcement learning for vision. Trevor Darrell, Jitendra Malik, and Alexei Efros are key figures."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,9,,,"Beyond providing the GPU hardware that enabled modern CV, NVIDIA Research has produced influential work in generative models (StyleGAN series), neural rendering (NeRF acceleration, Instant NGP), and autonomous driving perception. Jan Kautz leads a strong research team."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,10,,,"VGG (Simonyan & Zisserman) produced VGGNet and foundational work on deep image recognition. Andrew Zisserman and Andrea Vedaldi have sustained Oxford's influence in video understanding, self-supervised learning, and 3D vision."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,11,,,"Luc Van Gool's group and collaborators have produced highly cited work in object detection, image segmentation, and 3D reconstruction. ETH consistently ranks among Europe's top CV institutions and has strong industry ties."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,12,,,"Rapidly rising influence with contributions to Swin Transformer (co-authored with MSR Asia), video understanding, and large vision-language models. Represents the broader surge of Chinese academic CV research, often in close collaboration with industry labs."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,13,,,"MMLab under Xiaoou Tang and later Dahua Lin produced DeepID (face recognition), SRCNN (super-resolution), and the widely used OpenMMLab/MMDetection toolbox. Enormous influence on practical CV tooling and benchmarks."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,14,,,"Ali Farhadi, Hannaneh Hajishirzi, and others have contributed YOLO (Farhadi), visual question answering, and vision-language research. Strong connections to AI2 (Allen Institute for AI) amplify its output."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,15,,,"Though more secretive than peers, Apple has published influential work on on-device vision, face recognition (Face ID underlying research), depth estimation, and privacy-preserving CV. Its scale of deployment and growing publication record warrant inclusion."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,1,,,"Produced foundational and state-of-the-art work including Vision Transformers (ViT), Imagen, Flamingo, PaLI, and numerous CVPR/ICCV/ECCV best paper winners. Massive compute resources and top talent density make this the single most prolific CV research organization globally."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,2,,,"Home of Yann LeCun and pioneers of deep learning for vision. Produced DINOv2, Segment Anything Model (SAM), Detectron/Detectron2, PyTorch, and leading work in self-supervised visual representation learning. Consistently top-ranked at major CV venues."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,3,,,"Co-developed Swin Transformer (a dominant backbone), Florence, BEiT, and numerous vision-language models. Strong presence at CVPR, ICCV, and ECCV. Partnership with OpenAI amplifies vision research output."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,4,,,"Birthplace of ImageNet and the deep learning vision revolution (Fei-Fei Li). Continues to produce influential work in 3D vision, embodied AI, vision-language models, and dataset creation. Strong faculty and PhD pipeline."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,5,,,"One of the oldest and most respected CV programs. Strong in 3D vision, video understanding, autonomous driving perception, and generative models. Faculty include Deva Ramanan, Abhinav Gupta, and many others with high citation impact."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,6,,,"Influential in scene understanding, visual reasoning, generative models (e.g., GAN-related work), and neuro-inspired vision. Antonio Torralba and others lead highly cited research programs. Strong cross-disciplinary vision work."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,7,,,"Among the top CV institutions in China and globally. Produced Swin Transformer (in collaboration with Microsoft), and leads in efficient architectures, video understanding, and large vision models. Rapidly growing publication and citation impact."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,8,,,"Strong in generative models, robotic vision, video understanding, and vision-language alignment. Faculty include Trevor Darrell and Alexei Efros. BAIR consistently produces high-impact CV papers and open-source tools."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,9,,,"Produced CLIP, DALL-E series, and Sora, which have fundamentally reshaped vision-language learning and video generation. Though not exclusively a CV lab, its vision contributions are among the most cited and impactful of the past five years."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,10,,,"One of China's leading CV research centers with strong output in image/video compression, detection, segmentation, and vision transformers. Frequently appears at top CV venues and collaborates extensively with industry."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,11,,,"European leader in 3D reconstruction, SLAM, autonomous driving perception, and medical imaging. Faculty such as Luc Van Gool and Marc Pollefeys have decades of foundational CV contributions. Strong industry ties with automotive and robotics sectors."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,12,,,"Leads in neural rendering (NeRF extensions, Instant NGP), generative adversarial networks (StyleGAN series), and autonomous driving perception. Hardware-software integration gives unique advantages in large-scale CV experimentation."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,13,,,"Home of VGGNet and pioneering deep CV work. Andrew Zisserman and Andrea Vedaldi continue to produce influential research in video understanding, self-supervised learning, and visual recognition. Strong European CV presence."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,14,,,"Largest public research institution in China with substantial CV output in face recognition, object detection, remote sensing, and medical imaging. Produces a high volume of top-venue publications and has trained many leading researchers."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,15,,,"Birthplace of AlexNet and modern deep learning for vision (Geoffrey Hinton, though now departed). The Vector Institute continues to attract top CV talent. Sanja Fidler and others lead active research in generative models, 3D vision, and autonomous driving."
claude-sonnet-4-6,anthropic,VIS_RANK_DEBIAS,run01,1,,,"Responsible for transformative contributions including the Vision Transformer (ViT), EfficientNet, MobileNet series, Inception networks, and large-scale vision-language models (CLIP-like work, Flamingo, PaLI). Consistently dominates top venues (CVPR, ICCV, ECCV, NeurIPS) by paper count and citation impact. Access to massive compute and data gives unmatched empirical reach."
claude-sonnet-4-6,anthropic,VIS_RANK_DEBIAS,run01,2,,,"Produced landmark work including Detectron/Detectron2, Mask R-CNN, DETR, Segment Anything Model (SAM), DINOv2, and foundational self-supervised vision methods (MoCo, DINO, MAE co-developed). Yann LeCun's leadership and a dense roster of top researchers make FAIR one of the most citation-heavy labs in computer vision."
claude-sonnet-4-6,anthropic,VIS_RANK_DEBIAS,run01,3,,,"Key contributions include Swin Transformer (most cited vision paper of early 2020s), ResNet (He et al., MSR Asia), Faster R-CNN, and Florence foundation models. MSR Asia in particular has been extraordinarily productive in vision, with alumni leading labs worldwide."
claude-sonnet-4-6,anthropic,VIS_RANK_DEBIAS,run01,4,,,"Birthplace of ImageNet (Fei-Fei Li), which catalyzed the deep learning revolution in vision. Ongoing strong output in 3D vision, video understanding, vision-language models, and embodied AI. Produces a disproportionate share of influential PhD graduates who go on to lead the field."
claude-sonnet-4-6,anthropic,VIS_RANK_DEBIAS,run01,5,,,"Historically one of the deepest computer vision programs globally. Strong in optical flow, stereo, 3D reconstruction, video understanding, and autonomous driving perception. Deva Ramanan, Martial Hebert, and many others have produced highly cited work. Consistent top-tier publication record."
claude-sonnet-4-6,anthropic,VIS_RANK_DEBIAS,run01,6,,,"Contributions span object detection (R-CNN lineage with Ross Girshick), generative models for vision (GANs, diffusion), video prediction, and vision-language grounding. Trevor Darrell's group and collaborators have been central to modern detection and domain adaptation research."
