model,provider,prompt_id,run_id,rank,institution_raw,justification
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,14,ETH Zurich,"Peter Müller's work on program verification and Martin Vechev's contributions to AI-assisted programming and static analysis are highly cited. Strong output at PLDI, ICSE, and CAV."
claude-sonnet-4-6,anthropic,SE_RANK_DEBIAS,run01,15,University of Southern California,Barry Boehm's legacy work on COCOMO cost estimation and software process models remains foundational. Nenad Medvidovic's contributions to software architecture and mobile SE continue the tradition of strong empirical and architectural SE research.
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,1,Massachusetts Institute of Technology (MIT),"MIT CSAIL has produced foundational work in program analysis, formal verification, software synthesis, and programming languages. Researchers such as Armando Solar-Lezama (program synthesis), Martin Rinard (bug finding, fault tolerance), and Michael Ernst (invariant detection, type systems) have shaped core SE research areas. MIT consistently ranks at the top in citation impact and has produced numerous ACM/IEEE Fellows in SE-related fields."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,2,Carnegie Mellon University (CMU),"CMU is arguably the birthplace of modern software engineering as a discipline, housing the Software Engineering Institute (SEI) which developed the Capability Maturity Model (CMM/CMMI). Researchers including David Garlan (software architecture), Brad Myers (programming environments), Jonathan Aldrich (type systems, ownership), and Claire Le Goues (automated program repair) have had enormous influence. CMU consistently produces top SE PhD graduates and has the highest concentration of SE-focused faculty."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,3,"University of California, Berkeley","Berkeley has been central to programming languages, distributed systems software, and software security research. Researchers such as Koushik Sen (fuzzing, concolic testing, KLEE-related work), Dawn Song (software security), and Björn Hartmann (HCI and programming tools) have had major impact. Berkeley's influence on open-source software ecosystems and systems software is unmatched."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,4,University of Washington,"UW has exceptional strength in programming languages and software engineering, with researchers like Michael Ernst (Daikon, type inference), Emina Torlak (Rosette, solver-aided programming), René Just (mutation testing), and Zachary Tatlock (verified compilers). The PLSE (Programming Languages and Software Engineering) group is one of the most productive in the country."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,5,Stanford University,"Stanford has produced influential work in static analysis (Coverity originated here from Dawson Engler's research), software model checking, and more recently AI-assisted software engineering. Researchers like Alex Aiken (program analysis, type systems) and Dawson Engler (bug-finding tools) have had lasting industry impact. Stanford's proximity to Silicon Valley amplifies its research transfer."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,6,University of Illinois Urbana-Champaign (UIUC),"UIUC has long-standing strength in program analysis, testing, and formal methods. Researchers including Darko Marinov (test selection, mutation testing), Tao Xie (automated testing), Madhusudan Parthasarathy (formal verification), and Vikram Adve (LLVM co-creator) have had enormous influence. LLVM alone has reshaped compiler and software toolchain research globally."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,7,Georgia Institute of Technology,"Georgia Tech has strong SE research in software testing, program repair, and empirical software engineering. Researchers like Alessandro Orso (dynamic analysis, tainting), Mary Jean Harrold (test coverage, regression testing), and Baishakhi Ray (AI for SE, bug detection) have contributed heavily to the field. Georgia Tech also hosts significant NSF-funded SE research centers."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,8,University of Texas at Austin,"UT Austin has notable strength in formal methods, program synthesis, and software security. Researchers like Işıl Dillig (program analysis, synthesis), Swarat Chaudhuri (neurosymbolic programming, synthesis), and Don Batory (software product lines, feature models) have been highly influential. The UTOPIA group is a recognized leader in automated reasoning for software."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,9,Columbia University,"Columbia has produced influential work in software testing, concurrency analysis, and software security. Researchers like Junfeng Yang (systems software reliability, OS testing) and Baishakhi Ray (who has been affiliated here) have contributed significantly. Columbia's location in New York also facilitates strong industry collaboration."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,10,Purdue University,"Purdue has strong research in software security, program analysis, and software supply chain. Researchers like Xiangyu Zhang (dynamic slicing, provenance analysis) and Dongyan Xu (system security, software forensics) have been highly cited. CERIAS is one of the leading security research centers with significant software-focused work."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,11,"University of California, San Diego (UCSD)","UCSD has notable strength in programming languages, software verification, and type systems. Researchers like Ranjit Jhala (liquid types, software model checking) and Sorin Lerner (program analysis, refactoring) have been highly influential. Liquid Haskell and related type-system work originating here has had broad impact."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,12,University of Michigan,"Michigan has contributed significantly to software testing, program repair, and empirical SE. Researchers like Westley Weimer (automated program repair, GenProg) have been foundational in the automated repair subfield. Michigan also has strong work in software reliability and human factors in software development."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,13,University of Southern California (USC),"USC ISI has a long history in software engineering research, including early work on software cost modeling (Barry Boehm's COCOMO), software architecture, and agent-based software. USC's Center for Systems and Software Engineering has been a consistent contributor to empirical SE and software process research."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,14,North Carolina State University (NC State),"NC State has a strong empirical software engineering program. Researchers like Tim Menzies (mining software repositories, defect prediction) and Laurie Williams (agile methods, security testing) have been prolific and highly cited. NC State is particularly strong in data-driven and evidence-based SE research."
claude-sonnet-4-6,anthropic,SE_RANK_US,run01,15,"University of California, Los Angeles (UCLA)","UCLA has contributed to software analysis, mobile software engineering, and program verification. Researchers like Miryung Kim (software evolution, refactoring, code change analysis) and Todd Millstein (programming languages, gradual typing) have had notable impact. UCLA's work on mobile app analysis and software evolution is particularly recognized."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,1,Carnegie Mellon University,"Home of the SEI, which produced foundational work on the Capability Maturity Model (CMM/CMMI), software architecture, and formal methods. Long history of influential SE research."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,2,MIT,"Research on program analysis, formal verification, software synthesis, and software reliability, including influential work on model checking and static analysis."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,3,"University of California, Berkeley","Influential in distributed systems software, programming languages, and software reliability. Historical contributions include BSD Unix and important SE methodologies."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,4,Microsoft Research,"Prolific output in program analysis, testing, verification (e.g., Pex, SLAM model checker), developer productivity, and empirical software engineering."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,5,Google,"Significant contributions to large-scale software engineering practices, code review research, testing at scale, and developer tooling."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,6,Delft University of Technology,"Highly active European SE research group with strong output in empirical SE, testing, technical debt, and mining software repositories."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,7,University of Waterloo,"Strong research in software architecture, program comprehension, software maintenance, and empirical SE."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,8,University of British Columbia,"Known for research in software evolution, mining software repositories, and empirical software engineering."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,9,ETH Zurich,"Strong work in formal verification, program analysis, automated testing, and AI-assisted software engineering."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,10,University of Texas at Austin,"Research in program synthesis, formal methods, software testing, and programming languages with SE implications."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,11,University of Illinois Urbana-Champaign,"Contributions to program analysis, software testing, automated debugging, and software security."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,12,Purdue University,"Research in software testing, program analysis, and software security with notable faculty contributions to SE."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,13,University College London (UCL),"Known for search-based software engineering, automated testing, and empirical SE research."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,14,University of Alberta,"Active in software maintenance, program comprehension, and empirical software engineering."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,15,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),"One of the leading SE research groups in Latin America, with work on software reuse, product lines, and empirical SE."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,16,University of Southern California,"Home of Barry Boehm's influential work on COCOMO cost estimation, software process models, and value-based software engineering."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,17,Simula Research Laboratory,"Norwegian research institute with strong output in empirical SE, software testing, and software quality."
claude-sonnet-4-6,anthropic,SE_SALIENCE,run01,18,University of Maryland,"Research in software testing, program analysis, and software security, including influential work on model checking and static analysis tools."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,1,Google / Google DeepMind,"Responsible for landmark contributions including Inception/GoogLeNet, the Vision Transformer (ViT), EfficientNet, CLIP-like models, and foundational work on neural architecture search. Employs an extraordinary concentration of top CV researchers and publishes prolifically at CVPR, ICCV, ECCV, and NeurIPS. Google DeepMind merger further consolidates influence."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,2,Meta AI (FAIR),"Yann LeCun's lab pioneered CNNs; FAIR produced Detectron/Detectron2, Segment Anything Model (SAM), DINO/DINOv2 self-supervised vision, PyTorch (the dominant CV research framework), and Masked Autoencoders (MAE). Consistently among the top publishers at major CV venues."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,3,Stanford University,"Created ImageNet and the ImageNet Large Scale Visual Recognition Challenge (ILSVRC), which catalyzed the deep learning revolution in CV. Fei-Fei Li, Andrej Karpathy, Justin Johnson, and many other influential researchers trained or worked here. Continuous top-tier publication record."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,4,Carnegie Mellon University (CMU),"One of the oldest and most productive CV research centers. Contributions span optical flow, face recognition, autonomous driving (NavLab), 3D scene understanding, and human pose estimation. Deva Ramanan, Martial Hebert, and many leading researchers are affiliated here."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,5,Microsoft Research,"Produced ResNet (He et al., 2015)—arguably the single most cited CV architecture—along with Swin Transformer, Florence, and BEiT. MSR labs in Redmond, Cambridge, and Asia have sustained high-impact CV output for decades."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,6,University of Toronto,"Geoffrey Hinton's group produced AlexNet (Krizhevsky, Sutskever, Hinton 2012), the watershed moment for deep learning in CV. The Vector Institute continues to attract top CV talent. Hinton, though emeritus, remains the field's most cited figure."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,7,MIT,"Long history in CV from early work on edge detection and object recognition to modern contributions in scene understanding (Places dataset), adversarial examples, and interpretability. Antonio Torralba, William Freeman, and Phillip Isola are among prominent faculty."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,8,UC Berkeley,"Home to influential work on object detection (R-CNN family by Girshick, Darrell et al.), semantic segmentation (FCN), generative models (pix2pix, CycleGAN), and reinforcement learning for vision. Trevor Darrell, Jitendra Malik, and Alexei Efros are key figures."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,9,NVIDIA Research,"Beyond providing the GPU hardware that enabled modern CV, NVIDIA Research has produced influential work in generative models (StyleGAN series), neural rendering (NeRF acceleration, Instant NGP), and autonomous driving perception. Jan Kautz leads a strong research team."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,10,Oxford University,"VGG (Simonyan & Zisserman) produced VGGNet and foundational work on deep image recognition. Andrew Zisserman and Andrea Vedaldi have sustained Oxford's influence in video understanding, self-supervised learning, and 3D vision."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,11,ETH Zurich,"Luc Van Gool's group and collaborators have produced highly cited work in object detection, image segmentation, and 3D reconstruction. ETH consistently ranks among Europe's top CV institutions and has strong industry ties."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,12,Tsinghua University,"Rapidly rising influence with contributions to Swin Transformer (co-authored with MSR Asia), video understanding, and large vision-language models. Represents the broader surge of Chinese academic CV research, often in close collaboration with industry labs."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,13,Chinese University of Hong Kong (CUHK),"MMLab under Xiaoou Tang and later Dahua Lin produced DeepID (face recognition), SRCNN (super-resolution), and the widely used OpenMMLab/MMDetection toolbox. Enormous influence on practical CV tooling and benchmarks."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,14,University of Washington,"Ali Farhadi, Hannaneh Hajishirzi, and others have contributed YOLO (Farhadi), visual question answering, and vision-language research. Strong connections to AI2 (Allen Institute for AI) amplify its output."
claude-sonnet-4-6,anthropic,VIS_RANK_A,run01,15,Apple,"Though more secretive than peers, Apple has published influential work on on-device vision, face recognition (Face ID underlying research), depth estimation, and privacy-preserving CV. Its scale of deployment and growing publication record warrant inclusion."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,1,Google DeepMind / Google Research,"Produced foundational and state-of-the-art work including Vision Transformers (ViT), Imagen, Flamingo, PaLI, and numerous CVPR/ICCV/ECCV best paper winners. Massive compute resources and top talent density make this the single most prolific CV research organization globally."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,2,Meta AI (FAIR),"Home of Yann LeCun and pioneers of deep learning for vision. Produced DINOv2, Segment Anything Model (SAM), Detectron/Detectron2, PyTorch, and leading work in self-supervised visual representation learning. Consistently top-ranked at major CV venues."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,3,Microsoft Research,"Co-developed Swin Transformer (a dominant backbone), Florence, BEiT, and numerous vision-language models. Strong presence at CVPR, ICCV, and ECCV. Partnership with OpenAI amplifies vision research output."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,4,Stanford University,"Birthplace of ImageNet and the deep learning vision revolution (Fei-Fei Li). Continues to produce influential work in 3D vision, embodied AI, vision-language models, and dataset creation. Strong faculty and PhD pipeline."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,5,Carnegie Mellon University (CMU),"One of the oldest and most respected CV programs. Strong in 3D vision, video understanding, autonomous driving perception, and generative models. Faculty include Deva Ramanan, Abhinav Gupta, and many others with high citation impact."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,6,Massachusetts Institute of Technology (MIT),"Influential in scene understanding, visual reasoning, generative models (e.g., GAN-related work), and neuro-inspired vision. Antonio Torralba and others lead highly cited research programs. Strong cross-disciplinary vision work."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,7,Tsinghua University,"Among the top CV institutions in China and globally. Produced Swin Transformer (in collaboration with Microsoft), and leads in efficient architectures, video understanding, and large vision models. Rapidly growing publication and citation impact."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,8,"University of California, Berkeley (UC Berkeley)","Strong in generative models, robotic vision, video understanding, and vision-language alignment. Faculty include Trevor Darrell and Alexei Efros. BAIR consistently produces high-impact CV papers and open-source tools."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,9,OpenAI,"Produced CLIP, DALL-E series, and Sora, which have fundamentally reshaped vision-language learning and video generation. Though not exclusively a CV lab, its vision contributions are among the most cited and impactful of the past five years."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,10,Peking University,"One of China's leading CV research centers with strong output in image/video compression, detection, segmentation, and vision transformers. Frequently appears at top CV venues and collaborates extensively with industry."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,11,ETH Zürich,"European leader in 3D reconstruction, SLAM, autonomous driving perception, and medical imaging. Faculty such as Luc Van Gool and Marc Pollefeys have decades of foundational CV contributions. Strong industry ties with automotive and robotics sectors."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,12,NVIDIA Research,"Leads in neural rendering (NeRF extensions, Instant NGP), generative adversarial networks (StyleGAN series), and autonomous driving perception. Hardware-software integration gives unique advantages in large-scale CV experimentation."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,13,University of Oxford,"Home of VGGNet and pioneering deep CV work. Andrew Zisserman and Andrea Vedaldi continue to produce influential research in video understanding, self-supervised learning, and visual recognition. Strong European CV presence."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,14,Chinese Academy of Sciences (CAS),"Largest public research institution in China with substantial CV output in face recognition, object detection, remote sensing, and medical imaging. Produces a high volume of top-venue publications and has trained many leading researchers."
claude-sonnet-4-6,anthropic,VIS_RANK_B,run01,15,University of Toronto,"Birthplace of AlexNet and modern deep learning for vision (Geoffrey Hinton, though now departed). The Vector Institute continues to attract top CV talent. Sanja Fidler and others lead active research in generative models, 3D vision, and autonomous driving."
